id_item_pk,cd_eca,cd_item,cd_genre_mat,li_genre_mat,no_fabricant,li_article,cd_taille,an_fabrication,dt_fin_garantie,an_renouv,marque,type_marque,sim,imei,cd_fourn,nom_fourn,cd_statut,li_statut,is_actif,dt_statut,is_indispo,is_bloque,cd_sdis,li_sdis,cd_oi,li_oi,dt_mise_dispo,id_item_det_fk,cd_eca_det,li_article_det,cd_item_det,plaques_det,tx_remarques_sdis,cd_lieu,li_lieu,tx_detail_lieu,is_prete,is_lieu_ctl,cd_lieu_sdis,li_lieu_sdis,lieu_sdis_info,last_refresh,cd_entrepot,li_entrepot,cd_zone,li_zone,cd_secteur,no_etagere,no_niveau,no_position,cd_emplacement,tx_remarques_empl,cd_proprietaire_fk,li_proprietaire,proprietaire,dt_achat,mn_prix,mn_prix_rpc41,cd_categ_prim_pgi,cd_categ_sec_pgi,dt_deb_amorti,nb_duree_amorti,cd_projet,li_projet,no_facture,is_trans_pgi,cd_tarif_fk,cd_categ_abc_fk,cd_categ_abc_sdis,tx_remarques,us_aud_creation,dt_aud_creation,dt_aud_modif,us_aud_modif
60332,18110066,060332,AUT,Matériel suivi autre,R52J11071YZ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942530,358450078996316,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-680,Gland-Serine,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:42:12,17/12/2018 08:36:58,IMP
60333,18110066,060333,AUT,Matériel suivi autre,R52J1107FGZ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942548,358450079000787,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:43:24,17/12/2018 08:36:58,IMP
60334,18110066,060334,AUT,Matériel suivi autre,R52J1106DWK,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940815,358450078989360,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-780,Fortifications,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:46:08,17/12/2018 08:36:58,IMP
60335,18110066,060335,AUT,Matériel suivi autre,R52J1106BVH,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940849,358450078988693,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-777,Les Salines,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:47:13,17/12/2018 08:36:58,IMP
60336,18110066,060336,AUT,Matériel suivi autre,R52J1106DQE,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941110,358450078989311,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-777,Les Salines,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:48:23,17/12/2018 08:36:58,IMP
60337,18110066,060337,AUT,Matériel suivi autre,R52J1106C2E,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941029,358450078988768,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-777,Les Salines,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:49:35,17/12/2018 08:36:58,IMP
60338,18110066,060338,AUT,Matériel suivi autre,R52J10Z7HKW,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941060,358450078956708,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-777,Les Salines,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:50:51,17/12/2018 08:36:58,IMP
60339,18110066,060339,AUT,Matériel suivi autre,R52J10Z7HMN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940971,358450078956724,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:52:42,17/12/2018 08:36:58,IMP
60340,18110066,060340,AUT,Matériel suivi autre,R52J1106DLA,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940831,358450078989279,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:53:51,17/12/2018 08:36:58,IMP
60341,18110066,060341,AUT,Matériel suivi autre,R52J1106DPY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940823,358450078989303,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:55:07,17/12/2018 08:36:58,IMP
60342,18110066,060342,AUT,Matériel suivi autre,R52J1106BXP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941102,358450078988719,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-780,Fortifications,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:56:20,17/12/2018 08:36:58,IMP
60343,18110066,060343,AUT,Matériel suivi autre,R52J1106C0V,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941011,358450078988743,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-780,Fortifications,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 11:57:35,17/12/2018 08:36:58,IMP
60344,18110066,060344,AUT,Matériel suivi autre,R52J1106ETE,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940732,358450078989675,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-612,Sorge,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:00:41,17/12/2018 08:36:58,IMP
60345,18110066,060345,AUT,Matériel suivi autre,R52J10Z70DB,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940716,358450078951030,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:01:49,17/12/2018 08:36:58,IMP
60346,18110066,060346,AUT,Matériel suivi autre,R52J1106EKT,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940708,358450078989592,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-612,Sorge,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:02:54,17/12/2018 08:36:58,IMP
60347,18110066,060347,AUT,Matériel suivi autre,R52J10Z85TM,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940872,358450078963712,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-612,Sorge,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:04:00,17/12/2018 08:36:58,IMP
60348,18110066,060348,AUT,Matériel suivi autre,R52J10Z6RDP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700941136,358450078948390,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:05:16,17/12/2018 08:36:58,IMP
60349,18110066,060349,AUT,Matériel suivi autre,R52J10Z6WTL,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940724,358450078949851,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:06:53,17/12/2018 08:36:58,IMP
60350,18110066,060350,AUT,Matériel suivi autre,R52J10Z6TAN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940773,358450078949026,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:08:02,17/12/2018 08:36:58,IMP
60351,18110066,060351,AUT,Matériel suivi autre,R52J1106E7Y,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940765,358450078989477,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-741,Riviera,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:09:16,17/12/2018 08:36:58,IMP
60352,18110066,060352,AUT,Matériel suivi autre,R52J10Z6RBH,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940757,358450078948374,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:10:29,17/12/2018 08:36:58,IMP
60353,18110066,060353,AUT,Matériel suivi autre,R52J10Z6TZX,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700940740,358450078949240,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-610,Etraz Région,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:11:42,17/12/2018 08:36:58,IMP
60354,18110066,060354,AUT,Matériel suivi autre,R52J1107M8L,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942357,358450079002684,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:14:11,17/12/2018 08:36:58,IMP
60355,18110066,060355,AUT,Matériel suivi autre,R52J110787L,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942365,358450078998387,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-701,Chablais,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:15:22,17/12/2018 08:36:58,IMP
60356,18110066,060356,AUT,Matériel suivi autre,R52J110728L,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942373,358450078996415,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:16:35,17/12/2018 08:36:58,IMP
60357,18110066,060357,AUT,Matériel suivi autre,R52J1106YGL,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942381,358450078995177,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-701,Chablais,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:17:44,17/12/2018 08:36:58,IMP
60358,18110066,060358,AUT,Matériel suivi autre,R52J1107QWJ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942399,358450079003880,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-765,régional du Nord vaudois,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:19:03,17/12/2018 08:36:58,IMP
60359,18110066,060359,AUT,Matériel suivi autre,R52J1107D2R,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942407,358450078999989,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-765,régional du Nord vaudois,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:20:36,17/12/2018 08:36:58,IMP
60360,18110066,060360,AUT,Matériel suivi autre,R52J1107QYD,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942415,358450079003906,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-702,Vallée de Joux,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:21:39,17/12/2018 08:36:58,IMP
60361,18110066,060361,AUT,Matériel suivi autre,R52J110729A,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942423,358450078996423,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-701,Chablais,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:22:40,17/12/2018 08:36:58,IMP
60362,18110066,060362,AUT,Matériel suivi autre,R52J1107D0T,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942431,358450078999963,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-702,Vallée de Joux,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:23:54,17/12/2018 08:36:58,IMP
60363,18110066,060363,AUT,Matériel suivi autre,R52J110708W,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942449,358450078995755,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-702,Vallée de Joux,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:25:09,17/12/2018 08:36:58,IMP
60364,18110066,060364,AUT,Matériel suivi autre,R52J1107QCD,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942258,358450079003716,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:43:23,17/12/2018 08:36:59,IMP
60365,18110066,060365,AUT,Matériel suivi autre,R52J1107MSR,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942266,358450079002866,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:44:36,17/12/2018 08:36:59,IMP
60366,18110066,060366,AUT,Matériel suivi autre,R52J11070BM,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942274,358450078995789,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-702,Vallée de Joux,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:45:48,17/12/2018 08:36:59,IMP
60367,18110066,060367,AUT,Matériel suivi autre,R52J1106YKV,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942282,358450078995201,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:47:05,17/12/2018 08:36:59,IMP
60368,18110066,060368,AUT,Matériel suivi autre,R52J1107LQL,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942290,358450079002510,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:48:18,17/12/2018 08:36:59,IMP
60369,18110066,060369,AUT,Matériel suivi autre,R52J11071AE,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942308,358450078996100,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:49:36,17/12/2018 08:36:59,IMP
60370,18110066,060370,AUT,Matériel suivi autre,R52J1107PGF,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942316,358450079003427,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:51:01,17/12/2018 08:36:59,IMP
60371,18110066,060371,AUT,Matériel suivi autre,R52J1106KGP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942324,358450078991218,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-612,Sorge,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:52:21,17/12/2018 08:36:59,IMP
60372,18110066,060372,AUT,Matériel suivi autre,R52J1107PNN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942332,358450079003484,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:53:32,17/12/2018 08:36:59,IMP
60373,18110066,060373,AUT,Matériel suivi autre,R52J1106YQN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T585, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T585,89410118033700942340,358450078995250,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-690,Morget,,,  /  /       :  :,0,,,,,,,,,0,0,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,05/04/2017 12:54:36,17/12/2018 08:36:59,IMP
